Geolocation,Major Occupation,year,quarter,Female,Male
REGION II,Professionals,2020,Q2,46.114,16.909
NCR,Craft and Related Trades Workers,2021,Q4,46.038000000000004,359.15933333333334
REGION III,Plant and Machine Operators and Assemblers,2019,Q4,46.037,439.28
REGION V,Clerical Support Workers,2021,Q2,45.85999999999999,39.87733333333333
REGION V,Craft and Related Trades Workers,2019,Q2,45.78,133.278
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,45.759,188.256
REGION VIII,Clerical Support Workers,2018,Q2,45.635,21.275
REGION V,Clerical Support Workers,2018,Q2,45.592,36.703
REGION VII,Craft and Related Trades Workers,2018,Q3,45.353,281.775
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,45.307,171.963
BARMM,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,45.293,459.392
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,45.226,204.705
REGION V,Technicians and Associate Professionals,2021,Q3,45.21866666666667,32.559999999999995
REGION VII,Technicians and Associate Professionals,2018,Q2,45.188,62.624
REGION V,Technicians and Associate Professionals,2018,Q2,45.183,37.893
REGION II,Clerical Support Workers,2021,Q3,45.13333333333333,24.015666666666664
REGION V,Technicians and Associate Professionals,2019,Q1,45.092,29.329
REGION III,Plant and Machine Operators and Assemblers,2019,Q2,45.055,479.324
REGION X,Clerical Support Workers,2020,Q3,45.015,29.612
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,44.984,314.508
REGION II,Professionals,2018,Q2,44.877,20.681
MIMAROPA REGION,Professionals,2018,Q4,44.87,22.893
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,44.824,238.604
REGION IX,Service and Sales Workers,2020,Q2,44.682,47.008
REGION II,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,44.638000000000005,270.63866666666667
CAR,Service and Sales Workers,2021,Q3,44.60033333333333,32.873666666666665
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,44.588,191.099
REGION I,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,44.522,216.75
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,44.511,296.601
REGION I,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,44.45,274.64
MIMAROPA REGION,Professionals,2020,Q4,44.312,15.68
MIMAROPA REGION,Professionals,2018,Q2,44.269,22.357
REGION I,Clerical Support Workers,2018,Q3,44.257,35.664
REGION II,Managers,2021,Q2,44.248,59.85033333333333
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,44.19333333333333,312.492
REGION II,Professionals,2018,Q1,44.048,16.434
CARAGA,Managers,2020,Q1,44.038,38.488
REGION VIII,Professionals,2020,Q2,44.015,25.79
REGION X,Clerical Support Workers,2018,Q1,44.011,25.456
REGION V,Technicians and Associate Professionals,2021,Q4,43.98166666666666,31.436333333333334
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,43.918,275.196
REGION IX,Professionals,2018,Q2,43.904,20.4
CAR,Service and Sales Workers,2018,Q4,43.896,36.605
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,43.844,245.865
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,43.788,211.077
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,43.758,220.411
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,43.743,213.949
REGION IX,Professionals,2019,Q3,43.731,18.515
REGION I,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,43.59,238.392
CAR,Managers,2020,Q4,43.586,30.692
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,43.504,239.642
REGION V,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,43.442,247.18566666666666
CAR,Professionals,2018,Q1,43.441,18.584
REGION III,Technicians and Associate Professionals,2018,Q2,43.401,121.326
REGION XI,Professionals,2018,Q3,43.372,24.696
REGION I,Clerical Support Workers,2018,Q2,43.354,30.423
REGION VII,Technicians and Associate Professionals,2021,Q2,43.34166666666667,61.654333333333334
REGION IX,Managers,2021,Q1,43.327,80.068
CAR,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,43.289,143.085
REGION X,Technicians and Associate Professionals,2018,Q4,43.205,32.598
REGION I,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,43.065,196.978
REGION II,Professionals,2020,Q1,43.062,32.29
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,43.034,186.08
REGION V,Craft and Related Trades Workers,2019,Q4,42.996,126.569
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,42.995,198.989
CAR,Service and Sales Workers,2018,Q3,42.972,35.88
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,42.927,233.878
NCR,Craft and Related Trades Workers,2020,Q4,42.851,339.17
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,42.848333333333336,144.57333333333335
REGION I,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,42.598,220.45
REGION II,Professionals,2019,Q1,42.546,24.29
REGION V,Craft and Related Trades Workers,2020,Q1,42.534,129.426
REGION II,Managers,2021,Q1,42.52333333333333,73.82466666666666
REGION V,Technicians and Associate Professionals,2020,Q3,42.509,20.134
REGION XII,Clerical Support Workers,2020,Q4,42.447,26.892
REGION I,Clerical Support Workers,2021,Q1,42.294,37.175000000000004
REGION II,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,42.29233333333334,267.4773333333333
REGION X,Clerical Support Workers,2020,Q4,42.207,30.624
CAR,Professionals,2021,Q2,42.093666666666664,14.919333333333332
REGION V,Clerical Support Workers,2019,Q4,42.035,29.475
CARAGA,Professionals,2019,Q4,41.953,19.223
MIMAROPA REGION,Professionals,2019,Q2,41.943,20.961
REGION VIII,Clerical Support Workers,2021,Q2,41.910000000000004,32.79933333333333
REGION V,Clerical Support Workers,2019,Q1,41.787,31.719
REGION II,Managers,2019,Q2,41.777,66.391
BARMM,Managers,2020,Q2,41.686,47.239
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,41.666,259.743
CARAGA,Professionals,2018,Q4,41.613,17.794
REGION I,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,41.554,229.413
REGION VIII,Clerical Support Workers,2019,Q2,41.503,25.081
CARAGA,Professionals,2018,Q1,41.462,14.286
REGION I,Clerical Support Workers,2019,Q1,41.448,28.927
REGION III,Plant and Machine Operators and Assemblers,2018,Q3,41.424,273.563
BARMM,Service and Sales Workers,2018,Q4,41.423,44.505
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,41.404,265.677
CARAGA,Professionals,2020,Q4,41.288,18.317
BARMM,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,41.261,380.673
REGION VIII,Technicians and Associate Professionals,2019,Q3,41.25,23.431
REGION VII,Craft and Related Trades Workers,2020,Q4,41.162,242.293
REGION I,Clerical Support Workers,2019,Q4,41.036,35.988
REGION II,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,41.018,357.049
REGION III,Plant and Machine Operators and Assemblers,2020,Q3,40.921,407.457
REGION XI,Technicians and Associate Professionals,2021,Q4,40.919,31.883
REGION VIII,Clerical Support Workers,2018,Q3,40.813,25.259
REGION XI,Technicians and Associate Professionals,2018,Q2,40.783,29.505
CAR,Managers,2018,Q2,40.745,35.589
REGION II,Professionals,2018,Q4,40.623,17.752
REGION X,Clerical Support Workers,2018,Q3,40.618,31.876
REGION I,Clerical Support Workers,2019,Q2,40.592,24.52
REGION II,Managers,2021,Q4,40.567,53.36633333333333
BARMM,Elementary Occupations,2020,Q2,40.499,100.913
CARAGA,Professionals,2019,Q2,40.453,14.502
CAR,Professionals,2018,Q4,40.393,17.735
MIMAROPA REGION,Professionals,2021,Q3,40.342666666666666,18.965333333333334
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,40.261,251.494
REGION III,Plant and Machine Operators and Assemblers,2020,Q2,40.256,299.03
CARAGA,Managers,2020,Q4,40.226,37.687
REGION VIII,Clerical Support Workers,2020,Q3,40.098,29.816
REGION V,Clerical Support Workers,2019,Q2,40.078,35.733
MIMAROPA REGION,Professionals,2019,Q4,39.923,17.348
CARAGA,Professionals,2021,Q2,39.921,15.237666666666664
REGION X,Clerical Support Workers,2018,Q2,39.906,28.045
REGION VI,Technicians and Associate Professionals,2021,Q1,39.88966666666666,36.836999999999996
CAR,Service and Sales Workers,2019,Q4,39.868,30.318
CARAGA,Professionals,2019,Q3,39.737,17.298
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,39.677,177.375
REGION X,Clerical Support Workers,2018,Q4,39.674,35.264
REGION IX,Professionals,2020,Q4,39.652,17.854
CAR,Service and Sales Workers,2019,Q3,39.631,30.117
REGION IX,Professionals,2020,Q3,39.631,18.412
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,39.63,184.477
CAR,Professionals,2020,Q3,39.534,14.603
REGION IX,Professionals,2018,Q1,39.522,15.832
REGION I,Technicians and Associate Professionals,2021,Q2,39.520999999999994,49.998333333333335
REGION VIII,Technicians and Associate Professionals,2020,Q4,39.466,23.083
REGION I,Technicians and Associate Professionals,2019,Q2,39.42,25.947
REGION IX,Professionals,2020,Q2,39.343,10.194
MIMAROPA REGION,Professionals,2019,Q3,39.342,13.867
CAR,Service and Sales Workers,2021,Q2,39.340666666666664,35.458999999999996
REGION V,Clerical Support Workers,2020,Q3,39.333,27.58
CAR,Professionals,2019,Q4,39.328,19.676
MIMAROPA REGION,Professionals,2020,Q1,39.31,21.856
REGION XI,Technicians and Associate Professionals,2018,Q1,39.306,29.064
REGION V,Clerical Support Workers,2021,Q1,39.26033333333333,30.176666666666666
NCR,Plant and Machine Operators and Assemblers,2019,Q1,39.245,449.373
REGION X,Technicians and Associate Professionals,2021,Q2,39.24,32.461
REGION VI,Craft and Related Trades Workers,2018,Q2,39.229,187.586
REGION XI,Technicians and Associate Professionals,2019,Q3,39.219,30.438
CAR,Service and Sales Workers,2020,Q1,39.208,34.012
REGION X,Managers,2020,Q4,39.127,47.303
REGION VII,Craft and Related Trades Workers,2018,Q1,39.105,280.155
REGION III,Plant and Machine Operators and Assemblers,2019,Q1,39.043,389.881
CAR,Service and Sales Workers,2019,Q2,38.925,34.327
REGION VII,Technicians and Associate Professionals,2018,Q1,38.872,57.509
REGION I,Clerical Support Workers,2020,Q3,38.87,32.876
NCR,Plant and Machine Operators and Assemblers,2019,Q2,38.761,438.028
CAR,Managers,2021,Q4,38.74966666666667,26.413999999999998
REGION IX,Professionals,2019,Q4,38.746,16.627
REGION XII,Clerical Support Workers,2019,Q2,38.669,27.76
NCR,Plant and Machine Operators and Assemblers,2018,Q3,38.58,459.502
BARMM,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,38.557,506.665
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,38.544,133.641
REGION XII,Clerical Support Workers,2018,Q3,38.494,27.563
REGION XI,Technicians and Associate Professionals,2021,Q3,38.403666666666666,31.016666666666666
CAR,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,38.394,130.865
REGION X,Professionals,2021,Q1,38.352,27.741
REGION V,Technicians and Associate Professionals,2020,Q4,38.336,28.792
CAR,Service and Sales Workers,2019,Q1,38.329,30.559
REGION V,Technicians and Associate Professionals,2019,Q2,38.328,29.021
REGION X,Clerical Support Workers,2020,Q2,38.315,26.073
REGION VIII,Technicians and Associate Professionals,2019,Q1,38.312,17.105
NCR,Craft and Related Trades Workers,2021,Q1,38.242333333333335,414.247
REGION II,Professionals,2019,Q2,38.229,12.237
REGION VIII,Clerical Support Workers,2018,Q1,38.198,18.868
REGION XI,Managers,2020,Q2,38.176,46.59
CAR,Professionals,2021,Q3,38.172666666666665,15.094666666666667
REGION III,Plant and Machine Operators and Assemblers,2020,Q1,38.124,459.169
REGION II,Professionals,2021,Q1,38.118,18.515
REGION V,Craft and Related Trades Workers,2020,Q4,38.117,102.575
REGION II,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,38.116,230.223
NCR,Plant and Machine Operators and Assemblers,2020,Q1,38.096,445.663
REGION III,Plant and Machine Operators and Assemblers,2018,Q1,38.037,279.325
REGION XI,Technicians and Associate Professionals,2020,Q1,37.996,29.211
REGION VII,Plant and Machine Operators and Assemblers,2019,Q1,37.945,213.145
REGION VIII,Clerical Support Workers,2021,Q1,37.92066666666667,32.022333333333336
CARAGA,Professionals,2019,Q1,37.693,12.116
REGION X,Technicians and Associate Professionals,2019,Q3,37.633,29.733
REGION XII,Clerical Support Workers,2021,Q1,37.61866666666666,42.269
REGION XII,Professionals,2020,Q2,37.604,14.291
CARAGA,Managers,2020,Q2,37.525,29.677
BARMM,Service and Sales Workers,2018,Q3,37.486,39.264
CARAGA,Managers,2021,Q1,37.425666666666665,33.359
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,37.42,230.239
REGION VIII,Professionals,2021,Q1,37.28366666666667,24.831333333333333
CAR,Professionals,2019,Q3,37.262,12.968
REGION VIII,Clerical Support Workers,2019,Q3,37.261,23.475
REGION XII,Clerical Support Workers,2019,Q3,37.238,23.958
REGION VII,Craft and Related Trades Workers,2018,Q4,37.223,284.871
REGION II,Clerical Support Workers,2021,Q4,37.19833333333333,21.963333333333335
REGION X,Managers,2020,Q3,37.114,36.941
CAR,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,37.066,161.015
NCR,Plant and Machine Operators and Assemblers,2019,Q3,37.0,442.0
MIMAROPA REGION,Armed Forces Occupations,2021,Q4,36.90833333333333,2.094
MIMAROPA REGION,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,36.839,193.692
CAR,Service and Sales Workers,2018,Q2,36.77,32.997
REGION VII,Craft and Related Trades Workers,2021,Q2,36.76266666666667,268.59366666666665
NCR,Plant and Machine Operators and Assemblers,2019,Q4,36.653,453.602
REGION VIII,Clerical Support Workers,2019,Q1,36.592,25.068
REGION VII,Plant and Machine Operators and Assemblers,2018,Q4,36.456,200.873
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,36.453,118.782
CAR,Professionals,2018,Q3,36.435,14.718
REGION XII,Clerical Support Workers,2019,Q4,36.367,26.404
CARAGA,Professionals,2020,Q3,36.25,13.338
REGION V,Technicians and Associate Professionals,2018,Q3,36.228,30.234
REGION X,Managers,2020,Q1,36.185,48.576
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,36.03,208.764
REGION I,Clerical Support Workers,2021,Q2,35.935,34.35933333333333
REGION VIII,Clerical Support Workers,2019,Q4,35.93,28.644
CARAGA,Clerical Support Workers,2018,Q2,35.885,13.432
CAR,Professionals,2021,Q4,35.85666666666666,18.796666666666667
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,35.849,268.855
REGION VIII,Technicians and Associate Professionals,2019,Q2,35.844,28.246
REGION II,Technicians and Associate Professionals,2021,Q3,35.787,18.239
BARMM,Service and Sales Workers,2018,Q2,35.747,35.26
REGION XI,Professionals,2021,Q1,35.690333333333335,26.69033333333333
CARAGA,Professionals,2018,Q3,35.67,23.325
BARMM,Service and Sales Workers,2020,Q2,35.647,36.997
REGION IX,Clerical Support Workers,2021,Q2,35.51133333333333,29.143
REGION VIII,Technicians and Associate Professionals,2020,Q3,35.44,23.134
CAR,Service and Sales Workers,2018,Q1,35.295,31.974
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,35.24,152.658
CAR,Professionals,2019,Q2,35.217,17.579
CAR,Professionals,2020,Q1,35.166,18.393
REGION VIII,Technicians and Associate Professionals,2019,Q4,35.137,25.12
REGION XI,Technicians and Associate Professionals,2021,Q2,35.11633333333333,33.120333333333335
REGION V,Clerical Support Workers,2018,Q1,35.109,36.611
REGION V,Clerical Support Workers,2019,Q3,35.035,38.866
NCR,Plant and Machine Operators and Assemblers,2021,Q4,35.00333333333333,459.205
REGION II,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,34.989,310.476
REGION XI,Managers,2021,Q4,34.98166666666666,55.63666666666666
REGION II,Clerical Support Workers,2019,Q1,34.975,20.353
REGION I,Clerical Support Workers,2019,Q3,34.945,30.177
BARMM,Professionals,2021,Q4,34.882,13.614666666666665
REGION I,Craft and Related Trades Workers,2020,Q3,34.835,127.03
BARMM,Service and Sales Workers,2018,Q1,34.792,39.461
REGION V,Technicians and Associate Professionals,2021,Q2,34.78633333333334,29.203333333333333
MIMAROPA REGION,Professionals,2018,Q3,34.615,14.684
REGION VII,Plant and Machine Operators and Assemblers,2018,Q1,34.471,173.166
MIMAROPA REGION,Professionals,2019,Q1,34.461,14.359
REGION III,Plant and Machine Operators and Assemblers,2018,Q4,34.461,271.861
CARAGA,Professionals,2018,Q2,34.422,16.897
MIMAROPA REGION,Professionals,2018,Q1,34.385,17.083
REGION VII,Plant and Machine Operators and Assemblers,2018,Q3,34.314,159.354
REGION XII,Clerical Support Workers,2019,Q1,34.127,18.727
NCR,Plant and Machine Operators and Assemblers,2018,Q1,34.127,473.279
CAR,Professionals,2019,Q1,34.113,16.72
REGION I,Technicians and Associate Professionals,2018,Q3,34.068,21.844
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,33.928,130.435
REGION VIII,Technicians and Associate Professionals,2018,Q4,33.92,22.159
REGION XI,Managers,2021,Q2,33.919666666666664,62.62033333333333
REGION II,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,33.904,251.267
CARAGA,Professionals,2021,Q4,33.88666666666666,12.316666666666668
REGION XII,Clerical Support Workers,2018,Q2,33.885,20.277
REGION VIII,Technicians and Associate Professionals,2020,Q2,33.845,15.023
REGION II,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,33.834,270.181
REGION VIII,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,33.81,298.86100000000005
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,33.778,306.386
REGION III,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,33.751,184.296
MIMAROPA REGION,Professionals,2020,Q3,33.739,16.324
CARAGA,Managers,2021,Q2,33.711666666666666,35.47533333333333
CARAGA,Professionals,2021,Q3,33.678,20.396666666666665
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,33.65233333333334,231.3216666666667
CAR,Service and Sales Workers,2020,Q4,33.638,34.35
CAR,Professionals,2018,Q2,33.52,16.37
CARAGA,Professionals,2020,Q2,33.476,14.135
REGION IX,Clerical Support Workers,2020,Q1,33.38,24.133
REGION II,Clerical Support Workers,2018,Q4,33.3,20.893
REGION XII,Technicians and Associate Professionals,2019,Q1,33.264,26.071
REGION IX,Clerical Support Workers,2018,Q4,33.181,20.688
CARAGA,Professionals,2020,Q1,33.063,15.977
REGION V,Craft and Related Trades Workers,2018,Q2,33.052,139.816
REGION VI,Craft and Related Trades Workers,2018,Q3,33.039,163.569
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,33.013333333333335,226.564
MIMAROPA REGION,Technicians and Associate Professionals,2021,Q4,33.004,14.291666666666666
REGION VIII,Clerical Support Workers,2021,Q4,32.996,29.237
REGION V,Craft and Related Trades Workers,2018,Q4,32.982,140.625
REGION XI,Technicians and Associate Professionals,2020,Q4,32.954,30.599
REGION III,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,32.779,247.687
REGION III,Plant and Machine Operators and Assemblers,2018,Q2,32.703,265.47
REGION III,Plant and Machine Operators and Assemblers,2021,Q2,32.696333333333335,366.5063333333333
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,32.675333333333334,136.47133333333332
REGION V,Clerical Support Workers,2020,Q2,32.582,25.103
REGION II,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,32.577000000000005,223.59799999999998
REGION V,Craft and Related Trades Workers,2021,Q1,32.50733333333333,121.456
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,32.507,233.774
REGION XII,Craft and Related Trades Workers,2021,Q4,32.455666666666666,106.46333333333332
REGION I,Technicians and Associate Professionals,2019,Q3,32.434,15.127
REGION III,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,32.432,224.155
REGION VIII,Technicians and Associate Professionals,2020,Q1,32.425,26.416
MIMAROPA REGION,Technicians and Associate Professionals,2020,Q1,32.388,15.497
REGION II,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,32.331,269.425
REGION VII,Plant and Machine Operators and Assemblers,2021,Q2,32.19533333333334,241.17933333333335
REGION X,Managers,2021,Q4,32.13466666666667,47.404333333333334
REGION VIII,Technicians and Associate Professionals,2021,Q4,32.13366666666666,28.20866666666667
REGION VIII,Technicians and Associate Professionals,2021,Q2,32.12033333333333,25.58866666666667
REGION I,Technicians and Associate Professionals,2020,Q1,32.118,22.626
CAR,Managers,2021,Q1,32.09433333333333,22.916
REGION X,Technicians and Associate Professionals,2018,Q3,32.043,32.465
CAR,Managers,2020,Q2,31.936,21.02
REGION V,Technicians and Associate Professionals,2019,Q4,31.912,31.373
REGION III,Plant and Machine Operators and Assemblers,2021,Q4,31.911,399.307
REGION X,Clerical Support Workers,2019,Q1,31.697,25.768
REGION X,Clerical Support Workers,2021,Q1,31.693,27.703333333333333
REGION II,Technicians and Associate Professionals,2020,Q3,31.676,24.928
MIMAROPA REGION,Clerical Support Workers,2021,Q3,31.521666666666665,14.134333333333332
CAR,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,31.513,135.603
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,31.506,272.017
REGION VIII,Clerical Support Workers,2020,Q4,31.435,26.878
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,31.375,168.517
REGION XII,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,31.356666666666666,330.21866666666665
REGION VI,Craft and Related Trades Workers,2019,Q1,31.325,177.713
MIMAROPA REGION,Clerical Support Workers,2018,Q4,31.324,15.271
REGION XII,Technicians and Associate Professionals,2021,Q4,31.307333333333332,23.786666666666665
REGION VII,Plant and Machine Operators and Assemblers,2020,Q1,31.298,250.895
NCR,Plant and Machine Operators and Assemblers,2021,Q3,31.28233333333333,483.9026666666667
MIMAROPA REGION,Technicians and Associate Professionals,2018,Q1,31.273,21.707
REGION VII,Technicians and Associate Professionals,2021,Q1,31.254,34.093333333333334
REGION VII,Craft and Related Trades Workers,2020,Q2,31.248,217.042
REGION V,Technicians and Associate Professionals,2020,Q1,31.23,31.407
NCR,Plant and Machine Operators and Assemblers,2020,Q4,31.134,465.437
REGION VII,Craft and Related Trades Workers,2020,Q3,31.056,199.206
REGION XI,Technicians and Associate Professionals,2019,Q1,30.998,52.239
REGION VII,Plant and Machine Operators and Assemblers,2020,Q3,30.947,153.023
MIMAROPA REGION,Technicians and Associate Professionals,2018,Q3,30.941,18.966
REGION II,Clerical Support Workers,2021,Q2,30.93466666666667,15.717333333333334
REGION I,Technicians and Associate Professionals,2020,Q2,30.923,18.544
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,30.846666666666664,271.98466666666667
CAR,Service and Sales Workers,2020,Q3,30.845,25.14
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,30.78,147.872
REGION V,Craft and Related Trades Workers,2019,Q3,30.753,130.947
CARAGA,Professionals,2021,Q1,30.74,22.151333333333337
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,30.632,231.368
REGION V,Craft and Related Trades Workers,2019,Q1,30.505,113.111
MIMAROPA REGION,Technicians and Associate Professionals,2019,Q3,30.431,24.632
REGION V,Technicians and Associate Professionals,2019,Q3,30.332,26.089
NCR,Plant and Machine Operators and Assemblers,2018,Q4,30.296,439.037
CARAGA,Managers,2021,Q3,30.272333333333336,30.36133333333333
REGION V,Clerical Support Workers,2020,Q4,30.159,32.389
REGION V,Clerical Support Workers,2018,Q3,30.005,33.355
REGION V,Technicians and Associate Professionals,2018,Q1,29.991,36.949
REGION XII,Technicians and Associate Professionals,2019,Q3,29.874,27.574
REGION XII,Technicians and Associate Professionals,2018,Q2,29.812,21.645
REGION V,Technicians and Associate Professionals,2018,Q4,29.697,17.15
REGION X,Technicians and Associate Professionals,2020,Q1,29.656,23.97
REGION I,Technicians and Associate Professionals,2018,Q4,29.628,29.639
REGION II,Clerical Support Workers,2020,Q1,29.454,19.61
REGION VII,Plant and Machine Operators and Assemblers,2019,Q2,29.442,213.907
REGION VIII,Technicians and Associate Professionals,2021,Q3,29.441666666666666,32.453
REGION X,Technicians and Associate Professionals,2021,Q3,29.427999999999997,34.699666666666666
REGION I,Technicians and Associate Professionals,2018,Q2,29.426,25.376
REGION V,Clerical Support Workers,2021,Q4,29.336666666666662,48.730333333333334
REGION X,Technicians and Associate Professionals,2019,Q4,29.276,29.654
REGION XII,Craft and Related Trades Workers,2019,Q1,29.232,105.759
REGION X,Technicians and Associate Professionals,2019,Q1,29.217,41.052
REGION II,Technicians and Associate Professionals,2019,Q2,29.196,11.521
REGION XI,Technicians and Associate Professionals,2019,Q4,29.112,34.991
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,29.083,177.193
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,29.037,154.324
REGION III,Plant and Machine Operators and Assemblers,2020,Q4,29.025,390.93
CAR,Professionals,2021,Q1,29.024333333333335,16.33066666666667
REGION II,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,29.001,245.711
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2021,Q2,28.989666666666665,216.53566666666666
REGION VIII,Technicians and Associate Professionals,2018,Q2,28.971,20.97
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,28.924,131.494
REGION XI,Technicians and Associate Professionals,2020,Q3,28.917,16.72
REGION II,Clerical Support Workers,2019,Q4,28.854,22.77
REGION XII,Clerical Support Workers,2020,Q1,28.6,22.117
REGION I,Clerical Support Workers,2020,Q2,28.582,18.508
CARAGA,Clerical Support Workers,2020,Q3,28.567,17.499
REGION V,Technicians and Associate Professionals,2020,Q2,28.441,23.525
REGION VIII,Clerical Support Workers,2020,Q2,28.42,21.241
CAR,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,28.401,135.86
REGION II,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,28.344,295.491
MIMAROPA REGION,Clerical Support Workers,2020,Q1,28.316,17.288
BARMM,Professionals,2020,Q4,28.271,9.577
BARMM,Professionals,2021,Q3,28.170666666666666,11.802666666666665
REGION III,Plant and Machine Operators and Assemblers,2021,Q1,28.099333333333334,462.0176666666666
REGION XII,Clerical Support Workers,2018,Q4,28.063,23.733
REGION XI,Technicians and Associate Professionals,2019,Q2,28.041,34.588
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2018,Q4,28.018,175.784
REGION XI,Technicians and Associate Professionals,2018,Q4,27.913,31.355
REGION I,Technicians and Associate Professionals,2019,Q4,27.878,20.521
REGION XI,Managers,2021,Q1,27.776999999999997,49.637
REGION XII,Technicians and Associate Professionals,2021,Q1,27.755,29.343
REGION XII,Clerical Support Workers,2021,Q2,27.69666666666667,23.248333333333335
REGION VIII,Clerical Support Workers,2018,Q4,27.675,24.843
REGION IX,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,27.658,231.03
BARMM,Managers,2021,Q1,27.655,36.352666666666664
REGION XII,Technicians and Associate Professionals,2020,Q4,27.536,30.421
REGION III,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,27.387,240.831
BARMM,Professionals,2021,Q2,27.33866666666667,6.007000000000001
REGION VII,Plant and Machine Operators and Assemblers,2019,Q3,27.318,210.438
REGION X,Technicians and Associate Professionals,2018,Q2,27.244,37.92
