Geolocation,Major Occupation,year,quarter,Female,Male
REGION IX,Plant and Machine Operators and Assemblers,2020,Q1,0.791,83.601
REGION VIII,Plant and Machine Operators and Assemblers,2021,Q1,0.7803333333333334,84.43666666666667
REGION VII,Armed Forces Occupations,2018,Q3,0.776,0.0
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2020,Q4,0.77,43.712
CARAGA,Plant and Machine Operators and Assemblers,2018,Q1,0.757,48.285
CAR,Plant and Machine Operators and Assemblers,2021,Q1,0.7526666666666667,29.557999999999996
REGION VI,Plant and Machine Operators and Assemblers,2019,Q1,0.74,184.305
NCR,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,0.737,8.645
NCR,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,0.726,7.301
CARAGA,Plant and Machine Operators and Assemblers,2020,Q4,0.722,64.487
REGION XII,Armed Forces Occupations,2019,Q3,0.709,11.548
NCR,Skilled Agricultural Forestry and Fishery Workers,2020,Q4,0.704,9.3
REGION XI,Armed Forces Occupations,2020,Q3,0.702,7.622
REGION IX,Armed Forces Occupations,2019,Q2,0.696,10.457
NCR,Skilled Agricultural Forestry and Fishery Workers,2018,Q2,0.696,15.52
CAR,Plant and Machine Operators and Assemblers,2020,Q4,0.691,30.919
CARAGA,Plant and Machine Operators and Assemblers,2019,Q2,0.686,57.577
NCR,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,0.6856666666666666,6.051666666666667
BARMM,Plant and Machine Operators and Assemblers,2018,Q2,0.681,66.853
REGION II,Plant and Machine Operators and Assemblers,2019,Q2,0.676,39.091
REGION VI,Plant and Machine Operators and Assemblers,2018,Q4,0.665,156.697
REGION XII,Plant and Machine Operators and Assemblers,2019,Q4,0.664,115.7
REGION I,Plant and Machine Operators and Assemblers,2020,Q4,0.637,94.921
BARMM,Plant and Machine Operators and Assemblers,2019,Q2,0.637,58.667
PHILIPPINES,Armed Forces Occupations,2019,Q4,0.635,68.711
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2019,Q3,0.625,47.614
REGION IX,Plant and Machine Operators and Assemblers,2021,Q4,0.6036666666666667,74.336
REGION VIII,Plant and Machine Operators and Assemblers,2020,Q1,0.603,70.548
REGION IX,Armed Forces Occupations,2021,Q3,0.596,6.874
REGION IVA,Armed Forces Occupations,2021,Q3,0.595,6.872666666666667
BARMM,Plant and Machine Operators and Assemblers,2021,Q2,0.5933333333333334,86.08133333333335
CAR,Armed Forces Occupations,2020,Q4,0.589,5.894
REGION IX,Armed Forces Occupations,2019,Q1,0.587,9.857
REGION IX,Plant and Machine Operators and Assemblers,2021,Q2,0.584,63.407999999999994
REGION VIII,Armed Forces Occupations,2019,Q2,0.58,5.068
BARMM,Plant and Machine Operators and Assemblers,2019,Q3,0.56,55.739
REGION V,Plant and Machine Operators and Assemblers,2019,Q3,0.534,93.783
REGION IX,Plant and Machine Operators and Assemblers,2019,Q2,0.531,63.526
REGION VI,Armed Forces Occupations,2019,Q2,0.519,2.903
NCR,Armed Forces Occupations,2019,Q2,0.503,2.904
REGION V,Plant and Machine Operators and Assemblers,2020,Q1,0.497,121.497
NCR,Armed Forces Occupations,2020,Q2,0.495,2.156
BARMM,Plant and Machine Operators and Assemblers,2021,Q3,0.49100000000000005,97.96366666666667
REGION II,Plant and Machine Operators and Assemblers,2021,Q3,0.4896666666666667,68.33033333333334
REGION V,Plant and Machine Operators and Assemblers,2020,Q2,0.482,69.678
REGION VI,Plant and Machine Operators and Assemblers,2021,Q1,0.478,193.506
REGION IX,Plant and Machine Operators and Assemblers,2018,Q2,0.465,94.594
REGION IX,Plant and Machine Operators and Assemblers,2019,Q1,0.463,87.162
REGION IX,Plant and Machine Operators and Assemblers,2021,Q3,0.456,83.12933333333334
REGION VI,Armed Forces Occupations,2020,Q3,0.451,1.846
REGION V,Plant and Machine Operators and Assemblers,2020,Q3,0.443,115.0
REGION VIII,Plant and Machine Operators and Assemblers,2020,Q3,0.437,82.208
REGION X,Armed Forces Occupations,2018,Q3,0.429,6.504
CARAGA,Armed Forces Occupations,2018,Q1,0.42,7.941
REGION VIII,Armed Forces Occupations,2019,Q1,0.42,4.353
REGION XII,Plant and Machine Operators and Assemblers,2018,Q4,0.417,79.308
CAR,Armed Forces Occupations,2021,Q2,0.41300000000000003,3.9939999999999998
REGION V,Armed Forces Occupations,2021,Q1,0.4116666666666667,4.244
REGION III,Armed Forces Occupations,2018,Q4,0.401,4.316
REGION X,Plant and Machine Operators and Assemblers,2019,Q3,0.395,129.896
MIMAROPA REGION,Armed Forces Occupations,2020,Q2,0.382,1.587
MIMAROPA REGION,Armed Forces Occupations,2018,Q1,0.377,3.679
MIMAROPA REGION,Armed Forces Occupations,2018,Q4,0.373,3.338
NCR,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,0.367,1.9989999999999999
NCR,Armed Forces Occupations,2018,Q3,0.365,9.459
NCR,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,0.36,8.161
REGION XI,Plant and Machine Operators and Assemblers,2020,Q1,0.345,182.145
MIMAROPA REGION,Armed Forces Occupations,2018,Q3,0.343,1.666
CAR,Armed Forces Occupations,2021,Q3,0.336,2.890333333333333
REGION III,Armed Forces Occupations,2020,Q4,0.33,5.666
REGION VII,Armed Forces Occupations,2021,Q4,0.316,4.113333333333333
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2020,Q1,0.315,53.766
CAR,Armed Forces Occupations,2019,Q4,0.303,4.128
CARAGA,Armed Forces Occupations,2021,Q2,0.29733333333333334,3.1476666666666664
CAR,Armed Forces Occupations,2018,Q3,0.29,4.254
REGION XI,Plant and Machine Operators and Assemblers,2021,Q2,0.27499999999999997,160.02166666666668
CAR,Armed Forces Occupations,2020,Q1,0.273,1.183
REGION VII,Armed Forces Occupations,2020,Q4,0.272,0.462
NCR,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,0.269,10.443
REGION III,Armed Forces Occupations,2021,Q2,0.26866666666666666,8.405666666666667
BARMM,Plant and Machine Operators and Assemblers,2020,Q2,0.259,22.998
NCR,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,0.252,8.109
REGION VI,Plant and Machine Operators and Assemblers,2018,Q3,0.252,164.045
CARAGA,Armed Forces Occupations,2020,Q1,0.251,4.459
BARMM,Armed Forces Occupations,2021,Q3,0.24933333333333332,4.005
REGION XI,Plant and Machine Operators and Assemblers,2021,Q4,0.24233333333333332,132.92433333333335
NCR,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,0.24,3.514
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2019,Q1,0.239,42.572
REGION XII,Armed Forces Occupations,2020,Q1,0.234,8.45
NCR,Armed Forces Occupations,2019,Q1,0.228,9.585
REGION XII,Plant and Machine Operators and Assemblers,2020,Q4,0.227,121.863
CAR,Armed Forces Occupations,2020,Q3,0.223,3.163
NCR,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,0.223,5.427
BARMM,Armed Forces Occupations,2020,Q1,0.209,7.09
MIMAROPA REGION,Armed Forces Occupations,2019,Q1,0.205,0.918
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2021,Q3,0.20333333333333334,56.52333333333333
REGION VIII,Armed Forces Occupations,2019,Q3,0.203,4.564
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2018,Q2,0.197,45.848
MIMAROPA REGION,Armed Forces Occupations,2018,Q2,0.195,1.14
CARAGA,Armed Forces Occupations,2019,Q4,0.179,2.937
REGION II,Plant and Machine Operators and Assemblers,2018,Q3,0.177,52.073
REGION IX,Armed Forces Occupations,2018,Q2,0.174,8.882
REGION IX,Armed Forces Occupations,2018,Q4,0.163,5.449
REGION IX,Armed Forces Occupations,2021,Q2,0.16233333333333333,8.794
MIMAROPA REGION,Armed Forces Occupations,2019,Q4,0.152,1.934
MIMAROPA REGION,Armed Forces Occupations,2021,Q2,0.14033333333333334,4.139333333333333
CARAGA,Armed Forces Occupations,2021,Q4,0.13633333333333333,3.564
CAR,Armed Forces Occupations,2019,Q1,0.133,1.835
REGION II,Armed Forces Occupations,2021,Q3,0.12566666666666668,1.1993333333333334
CAR,Armed Forces Occupations,2021,Q1,0.12466666666666666,3.2783333333333338
REGION XII,Armed Forces Occupations,2021,Q3,0.114,8.641333333333334
REGION X,Armed Forces Occupations,2021,Q4,0.112,5.123
CAR,Armed Forces Occupations,2021,Q4,0.08900000000000001,2.0980000000000003
REGION XI,Armed Forces Occupations,2021,Q3,0.07133333333333333,4.271
CARAGA,Armed Forces Occupations,2021,Q3,0.051333333333333335,1.9016666666666666
REGION I,Armed Forces Occupations,2021,Q3,0.04633333333333334,1.097
REGION VIII,Armed Forces Occupations,2021,Q1,0.041666666666666664,5.791666666666667
CARAGA,Plant and Machine Operators and Assemblers,2021,Q1,0.039,59.47866666666666
MIMAROPA REGION,Armed Forces Occupations,2021,Q3,0.03766666666666667,1.264
REGION XII,Plant and Machine Operators and Assemblers,2021,Q1,0.035666666666666666,121.50933333333334
REGION II,Plant and Machine Operators and Assemblers,2020,Q4,0.029,62.443
REGION VII,Armed Forces Occupations,2021,Q3,0.025666666666666667,0.6073333333333334
REGION VIII,Armed Forces Occupations,2021,Q3,0.024333333333333332,1.8906666666666665
REGION II,Plant and Machine Operators and Assemblers,2020,Q3,0.021,60.725
REGION II,Plant and Machine Operators and Assemblers,2020,Q1,0.019,32.18
REGION X,Armed Forces Occupations,2021,Q3,0.016999999999999998,3.7163333333333335
REGION XII,Armed Forces Occupations,2021,Q1,0.014666666666666666,8.720333333333334
REGION IVA,Armed Forces Occupations,2021,Q1,0.013,18.742333333333335
REGION IX,Armed Forces Occupations,2021,Q1,0.011999999999999999,6.079666666666667
REGION X,Armed Forces Occupations,2021,Q1,0.008,2.6846666666666668
CARAGA,Armed Forces Occupations,2021,Q1,0.004333333333333333,2.674
REGION VII,Armed Forces Occupations,2021,Q1,0.0033333333333333335,7.384
REGION XII,Armed Forces Occupations,2020,Q4,0.0,5.214
REGION XII,Plant and Machine Operators and Assemblers,2019,Q1,0.0,98.645
REGION XII,Armed Forces Occupations,2018,Q2,0.0,9.842
REGION XII,Armed Forces Occupations,2018,Q4,0.0,7.948
REGION XII,Armed Forces Occupations,2019,Q1,0.0,5.913
REGION XII,Armed Forces Occupations,2019,Q2,0.0,5.731
REGION XII,Armed Forces Occupations,2019,Q4,0.0,6.281
REGION XII,Armed Forces Occupations,2020,Q3,0.0,5.937
REGION XII,Armed Forces Occupations,2018,Q1,0.0,6.858
BARMM,Armed Forces Occupations,2018,Q1,0.0,4.05
REGION XI,Plant and Machine Operators and Assemblers,2020,Q2,0.0,117.879
REGION I,Armed Forces Occupations,2020,Q3,0.0,1.045
REGION II,Armed Forces Occupations,2018,Q2,0.0,1.908
REGION II,Armed Forces Occupations,2018,Q1,0.0,5.285
REGION I,Plant and Machine Operators and Assemblers,2018,Q4,0.0,83.107
REGION I,Plant and Machine Operators and Assemblers,2018,Q1,0.0,70.695
REGION I,Armed Forces Occupations,2021,Q4,0.0,0.14933333333333335
REGION I,Armed Forces Occupations,2021,Q2,0.0,0.3516666666666666
REGION I,Armed Forces Occupations,2021,Q1,0.0,0.5693333333333334
REGION I,Armed Forces Occupations,2020,Q4,0.0,0.378
REGION I,Armed Forces Occupations,2020,Q2,0.0,2.147
REGION II,Armed Forces Occupations,2018,Q4,0.0,0.863
REGION I,Armed Forces Occupations,2020,Q1,0.0,2.261
REGION I,Armed Forces Occupations,2019,Q4,0.0,1.461
REGION I,Armed Forces Occupations,2019,Q3,0.0,2.732
REGION I,Armed Forces Occupations,2019,Q2,0.0,2.281
REGION I,Armed Forces Occupations,2019,Q1,0.0,0.0
REGION I,Armed Forces Occupations,2018,Q4,0.0,0.0
REGION I,Armed Forces Occupations,2018,Q3,0.0,0.489
REGION I,Armed Forces Occupations,2018,Q2,0.0,0.0
REGION II,Armed Forces Occupations,2018,Q3,0.0,3.532
REGION II,Armed Forces Occupations,2019,Q2,0.0,2.597
NCR,Armed Forces Occupations,2020,Q4,0.0,4.451
REGION II,Plant and Machine Operators and Assemblers,2018,Q4,0.0,40.312
REGION III,Armed Forces Occupations,2021,Q4,0.0,5.105333333333333
REGION III,Armed Forces Occupations,2021,Q3,0.0,4.962666666666666
REGION III,Armed Forces Occupations,2020,Q2,0.0,5.624
REGION III,Armed Forces Occupations,2020,Q1,0.0,2.063
REGION III,Armed Forces Occupations,2019,Q4,0.0,4.776
REGION III,Armed Forces Occupations,2019,Q1,0.0,9.568
REGION III,Armed Forces Occupations,2018,Q2,0.0,10.506
REGION II,Plant and Machine Operators and Assemblers,2020,Q2,0.0,53.094
REGION II,Plant and Machine Operators and Assemblers,2018,Q2,0.0,38.232
REGION II,Armed Forces Occupations,2019,Q3,0.0,3.168
REGION II,Armed Forces Occupations,2021,Q4,0.0,3.628
REGION II,Armed Forces Occupations,2021,Q2,0.0,0.9903333333333334
REGION II,Armed Forces Occupations,2021,Q1,0.0,0.8696666666666667
REGION II,Armed Forces Occupations,2020,Q4,0.0,2.883
REGION II,Armed Forces Occupations,2020,Q3,0.0,3.146
REGION II,Armed Forces Occupations,2020,Q2,0.0,0.0
REGION II,Armed Forces Occupations,2020,Q1,0.0,5.837
REGION II,Armed Forces Occupations,2019,Q4,0.0,0.0
REGION I,Armed Forces Occupations,2018,Q1,0.0,0.446
NCR,Armed Forces Occupations,2019,Q3,0.0,7.0
BARMM,Armed Forces Occupations,2018,Q2,0.0,4.466
BARMM,Armed Forces Occupations,2021,Q2,0.0,3.080666666666667
CAR,Armed Forces Occupations,2018,Q2,0.0,3.243
CAR,Armed Forces Occupations,2018,Q1,0.0,2.58
BARMM,Plant and Machine Operators and Assemblers,2020,Q3,0.0,69.242
BARMM,Plant and Machine Operators and Assemblers,2019,Q4,0.0,73.36
BARMM,Plant and Machine Operators and Assemblers,2019,Q1,0.0,49.755
BARMM,Plant and Machine Operators and Assemblers,2018,Q4,0.0,44.775
BARMM,Plant and Machine Operators and Assemblers,2018,Q1,0.0,32.346
BARMM,Armed Forces Occupations,2021,Q4,0.0,5.048333333333333
BARMM,Armed Forces Occupations,2020,Q4,0.0,5.724
CAR,Armed Forces Occupations,2019,Q2,0.0,4.583
BARMM,Armed Forces Occupations,2020,Q3,0.0,3.63
BARMM,Armed Forces Occupations,2020,Q2,0.0,4.172
BARMM,Armed Forces Occupations,2019,Q4,0.0,4.268
BARMM,Armed Forces Occupations,2019,Q3,0.0,4.987
BARMM,Armed Forces Occupations,2019,Q2,0.0,2.177
BARMM,Armed Forces Occupations,2019,Q1,0.0,4.913
BARMM,Armed Forces Occupations,2018,Q4,0.0,5.014
BARMM,Armed Forces Occupations,2018,Q3,0.0,5.927
CAR,Armed Forces Occupations,2018,Q4,0.0,2.115
CAR,Armed Forces Occupations,2019,Q3,0.0,4.903
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2020,Q3,0.0,51.834
MIMAROPA REGION,Armed Forces Occupations,2019,Q2,0.0,1.21
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2020,Q2,0.0,42.203
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2018,Q4,0.0,42.009
MIMAROPA REGION,Plant and Machine Operators and Assemblers,2018,Q3,0.0,44.361
MIMAROPA REGION,Armed Forces Occupations,2021,Q1,0.0,1.9989999999999999
MIMAROPA REGION,Armed Forces Occupations,2020,Q4,0.0,1.261
MIMAROPA REGION,Armed Forces Occupations,2020,Q3,0.0,1.933
MIMAROPA REGION,Armed Forces Occupations,2020,Q1,0.0,3.466
MIMAROPA REGION,Armed Forces Occupations,2019,Q3,0.0,1.337
CARAGA,Armed Forces Occupations,2020,Q4,0.0,3.988
CAR,Armed Forces Occupations,2020,Q2,0.0,2.6
CARAGA,Armed Forces Occupations,2020,Q3,0.0,5.098
CARAGA,Armed Forces Occupations,2020,Q2,0.0,3.301
CARAGA,Armed Forces Occupations,2019,Q3,0.0,2.586
CARAGA,Armed Forces Occupations,2019,Q2,0.0,2.931
CARAGA,Armed Forces Occupations,2019,Q1,0.0,1.555
CARAGA,Armed Forces Occupations,2018,Q4,0.0,6.148
CARAGA,Armed Forces Occupations,2018,Q3,0.0,3.043
CARAGA,Armed Forces Occupations,2018,Q2,0.0,5.218
REGION IVA,Armed Forces Occupations,2018,Q1,0.0,8.577
REGION IVA,Armed Forces Occupations,2018,Q3,0.0,25.005
REGION XI,Armed Forces Occupations,2021,Q4,0.0,9.970333333333334
REGION VIII,Armed Forces Occupations,2018,Q1,0.0,4.045
REGION VIII,Armed Forces Occupations,2021,Q2,0.0,4.117666666666667
REGION VIII,Armed Forces Occupations,2020,Q4,0.0,1.52
REGION VIII,Armed Forces Occupations,2020,Q3,0.0,4.603
REGION VIII,Armed Forces Occupations,2020,Q2,0.0,5.671
REGION VIII,Armed Forces Occupations,2020,Q1,0.0,4.225
REGION VIII,Armed Forces Occupations,2019,Q4,0.0,2.654
REGION VIII,Armed Forces Occupations,2018,Q4,0.0,7.375
REGION VIII,Armed Forces Occupations,2018,Q2,0.0,0.0
REGION VII,Armed Forces Occupations,2021,Q2,0.0,3.5096666666666665
REGION X,Armed Forces Occupations,2018,Q4,0.0,7.348
REGION VII,Armed Forces Occupations,2020,Q3,0.0,1.52
REGION VII,Armed Forces Occupations,2020,Q2,0.0,2.12
REGION VII,Armed Forces Occupations,2020,Q1,0.0,3.533
REGION VII,Armed Forces Occupations,2019,Q4,0.0,0.0
REGION VII,Armed Forces Occupations,2019,Q2,0.0,0.56
REGION VII,Armed Forces Occupations,2019,Q1,0.0,0.8
REGION VII,Armed Forces Occupations,2018,Q4,0.0,5.063
REGION VII,Armed Forces Occupations,2018,Q2,0.0,2.237
REGION X,Armed Forces Occupations,2018,Q1,0.0,4.401
REGION X,Armed Forces Occupations,2019,Q1,0.0,1.728
REGION VI,Armed Forces Occupations,2021,Q3,0.0,2.7823333333333333
REGION XI,Armed Forces Occupations,2018,Q4,0.0,2.87
REGION XI,Armed Forces Occupations,2021,Q2,0.0,13.64
REGION XI,Armed Forces Occupations,2021,Q1,0.0,4.950333333333333
REGION XI,Armed Forces Occupations,2020,Q4,0.0,5.329
REGION XI,Armed Forces Occupations,2020,Q2,0.0,3.539
REGION XI,Armed Forces Occupations,2020,Q1,0.0,4.068
REGION XI,Armed Forces Occupations,2019,Q4,0.0,3.456
REGION XI,Armed Forces Occupations,2019,Q3,0.0,10.831
REGION XI,Armed Forces Occupations,2019,Q1,0.0,6.62
REGION XI,Armed Forces Occupations,2018,Q3,0.0,6.306
REGION X,Armed Forces Occupations,2019,Q2,0.0,4.715
REGION XI,Armed Forces Occupations,2018,Q2,0.0,5.641
REGION XI,Armed Forces Occupations,2018,Q1,0.0,4.104
REGION X,Armed Forces Occupations,2021,Q2,0.0,4.5889999999999995
REGION X,Armed Forces Occupations,2020,Q4,0.0,10.107
REGION X,Armed Forces Occupations,2020,Q3,0.0,4.015
REGION X,Armed Forces Occupations,2020,Q2,0.0,8.62
REGION X,Armed Forces Occupations,2020,Q1,0.0,6.588
REGION X,Armed Forces Occupations,2019,Q4,0.0,7.278
REGION VII,Armed Forces Occupations,2018,Q1,0.0,0.25
REGION VI,Armed Forces Occupations,2021,Q2,0.0,5.696000000000001
REGION IVA,Armed Forces Occupations,2018,Q4,0.0,12.106
REGION IX,Armed Forces Occupations,2019,Q4,0.0,7.841
REGION V,Armed Forces Occupations,2018,Q1,0.0,6.092
REGION IX,Plant and Machine Operators and Assemblers,2020,Q3,0.0,60.042
REGION IX,Plant and Machine Operators and Assemblers,2019,Q4,0.0,84.4
REGION IX,Plant and Machine Operators and Assemblers,2018,Q1,0.0,66.552
REGION IX,Armed Forces Occupations,2020,Q4,0.0,6.498
REGION IX,Armed Forces Occupations,2020,Q3,0.0,9.755
REGION IX,Armed Forces Occupations,2020,Q2,0.0,11.055
REGION IX,Armed Forces Occupations,2020,Q1,0.0,8.27
REGION IX,Armed Forces Occupations,2018,Q3,0.0,4.175
REGION V,Armed Forces Occupations,2018,Q4,0.0,1.748
REGION IVA,Armed Forces Occupations,2021,Q4,0.0,7.778000000000001
REGION IVA,Armed Forces Occupations,2020,Q4,0.0,17.545
REGION IVA,Armed Forces Occupations,2020,Q2,0.0,3.433
REGION IVA,Armed Forces Occupations,2020,Q1,0.0,11.547
